type	code	text	display_level	selectable	sort_sequence
2	112XXX	Self-inflicted injury--intentional	3	T	13
2	11XXXX	Intentional injury by person	2	T	3
2	1211XX	Shooting by other person--unintentional	4	T	22
2	1212XX	Injured by physical contact with other person in sporting event or physical training	4	T	23
2	1213XX	Injured by physical contact during horseplay	4	T	24
2	1214XX	Injured by physical contact with person while restraining, subduing--unintentional	4	T	25
2	121XXX	Injury by other person--unintentional or intent unknown	3	T	21
2	1221XX	Self-inflicted shooting--unintentional	4	T	29
2	1224XX	Drug overdose--intent unknown	4	T	32
2	122XXX	Self-inflicted injury--unintentional or intent unknown	3	T	28
2	12XXXX	Injury by person--unintentional or intent unknown	2	T	20
2	1311XX	Stings and venomous bites	4	T	35
2	1313XX	Other animal bites, nonvenomous	4	T	37
2	131XXX	Bites and stings	3	T	34
2	1321XX	Trampled by or stepped on by animal	4	T	39
2	1322XX	Kicked by animal	4	T	40
2	1323XX	Mauled, clawed, or scratched by animal	4	T	41
2	1324XX	Gored or rammed by animal	4	T	42
2	132XXX	Struck by animal	3	T	38
2	138XXX	Multiple types of animal and insect incidents	3	T	43
2	13XXXX	Animal and insect related incidents	2	T	33
2	1XXXXX	Violence and other injuries by persons or animals	1	T	2
2	2121XX	Aircraft crash during takeoff or landing--due to mechanical failure	4	T	49
2	2123XX	Aircraft crash during takeoff or landing--with ground vehicle	4	T	51
2	2124XX	Aircraft crash during takeoff or landing--into structure, object, or ground	4	T	52
2	212XXX	Aircraft crash during takeoff or landing	3	T	48
2	213XXX	Explosion or fire on aircraft	3	T	53
2	214XXX	Aircraft crash due to low-altitude entanglement	3	T	54
2	2151XX	Other in-flight crash due to mechanical failure	4	T	56
2	2152XX	Other in-flight crash between air vehicles	4	T	57
2	2153XX	Other in-flight crash into structure, object, or ground	4	T	58
2	215XXX	Other in-flight crash	3	T	55
2	216XXX	Parachuting incident	3	T	59
2	21XXXX	Aircraft incidents	2	T	46
2	2211XX	Collision between two rail vehicles	4	T	63
2	2212XX	Collision between rail and roadway vehicles	4	T	64
2	221XXX	Collision between rail vehicle and another vehicle	3	T	62
2	227XXX	Pedestrian struck by rail vehicle--transportation incident	3	T	70
2	22XXXX	Rail vehicle incidents	2	T	61
2	2312XX	Animal transportation collision in nonroadway area	4	T	74
2	2313XX	Thrown, fell, or jumped from animal being ridden	4	T	75
2	2314XX	Thrown, tipped, or fell from animal-drawn vehicle	4	T	76
2	231XXX	Animal transportation incident	3	T	72
2	2321XX	Pedal cycle collision in roadway	4	T	79
2	2323XX	Fall from pedal cycle	4	T	81
2	232XXX	Pedal cycle incident	3	T	78
2	23XXXX	Animal and other non-motorized vehicle transportation incidents	2	T	71
2	2411XX	Pedestrian struck by vehicle propelled by another vehicle in work zone	4	T	85
2	2412XX	Pedestrian struck by forward-moving vehicle in work zone	4	T	86
2	2413XX	Pedestrian struck by vehicle backing up in work zone	4	T	87
2	241XXX	Pedestrian struck by vehicle in work zone	3	T	84
2	2421XX	Pedestrian struck by vehicle propelled by another vehicle in roadway	4	T	89
2	2422XX	Pedestrian struck by forward-moving vehicle in roadway	4	T	90
2	2423XX	Pedestrian struck by vehicle backing up in roadway	4	T	91
2	242XXX	Pedestrian struck by vehicle in roadway	3	T	88
2	2431XX	Pedestrian struck by vehicle propelled by another vehicle on side of road	4	T	93
2	2432XX	Pedestrian struck by forward-moving vehicle on side of road	4	T	94
2	2433XX	Pedestrian struck by vehicle backing up on side of road	4	T	95
2	243XXX	Pedestrian struck by vehicle on side of road	3	T	92
2	2441XX	Pedestrian struck by vehicle propelled by another vehicle in nonroadway area	4	T	97
2	2442XX	Pedestrian struck by forward-moving vehicle in nonroadway area	4	T	98
2	2443XX	Pedestrian struck by vehicle backing up in nonroadway area	4	T	99
2	244XXX	Pedestrian struck by vehicle in nonroadway area	3	T	96
2	24XXXX	Pedestrian vehicular incident	2	T	83
2	2521XX	Collision between water vehicles	4	T	103
2	2522XX	Collision between water vehicle and object	4	T	104
2	252XXX	Water vehicle collisions	3	T	102
2	254XXX	Capsized or sinking water vehicle	3	T	106
2	255XXX	Fall or jump and struck by water vehicle	3	T	107
2	256XXX	Fall or jump from water vehicle	3	T	108
2	257XXX	Machinery or equipment incident on water vehicle	3	T	109
2	258XXX	Fall on water vehicle	3	T	110
2	25XXXX	Water vehicle incidents	2	T	100
2	2611XX	Roadway collision--moving in same direction	4	T	113
2	2612XX	Roadway collision--moving in opposite directions, oncoming	4	T	114
2	2613XX	Roadway collision--moving perpendicularly	4	T	115
2	2614XX	Roadway collision--moving and standing vehicle in roadway	4	T	116
2	2615XX	Roadway collision--moving and standing vehicle on side of roadway	4	T	117
2	261XXX	Roadway collision with other vehicle	3	T	112
2	2621XX	Vehicle struck object or animal in roadway	4	T	119
2	2622XX	Vehicle struck object or animal on side of roadway	4	T	120
2	2623XX	Vehicle struck by falling or flying object--roadway	4	T	121
2	262XXX	Roadway collision with object other than vehicle	3	T	118
2	2631XX	Jack-knifed or overturned, roadway	4	T	123
2	2632XX	Ran off roadway	4	T	124
2	2634XX	Fall or jump from and struck by same vehicle in normal operation, roadway	4	T	126
2	2636XX	Fall or jump from vehicle in normal operation, roadway	4	T	128
2	263XXX	Roadway noncollision incident	3	T	122
2	26XXXX	Roadway incidents involving motorized land vehicle	2	T	111
2	2713XX	Collision between a moving and standing vehicle, nonroadway	4	T	135
2	271XXX	Nonroadway collision with other vehicle	3	T	132
2	2721XX	Part of occupant?s body caught between vehicle and other object in nonroadway transport incident	4	T	137
2	272XXX	Nonroadway collision with object other than vehicle	3	T	136
2	2731XX	Jack-knifed or overturned, nonroadway	4	T	139
2	2732XX	Ran off driving surface, nonroadway	4	T	140
2	2733XX	Struck by shifting load during transport, nonroadway	4	T	141
2	2734XX	Fall or jump from and struck by same vehicle in normal operation, nonroadway	4	T	142
2	2736XX	Fall or jump from vehicle in normal operation, nonroadway	4	T	144
2	2738XX	Struck bump, hole, rough terrain on driving surface, nonroadway	4	T	146
2	273XXX	Nonroadway noncollision incident	3	T	138
2	27XXXX	Nonroadway incident involving motorized land vehicles	2	T	131
2	2XXXXX	Transportation incidents	1	T	45
2	3110XX	Collapsing building, structure, or structural element during fire	3	T	149
2	3120XX	Other structural fire without collapse	3	T	150
2	3130XX	Vehicle or machinery fire	3	T	151
2	3150XX	Small-scale (limited) fire	3	T	153
2	3160XX	Forest or brush fire	3	T	154
2	3170XX	Ignition of vapors, gases, or liquids	3	T	155
2	31XXXX	Fires	2	T	148
2	3210XX	Dust explosion	3	T	157
2	3220XX	Explosion of nonpressurized vapors, gases, or liquids	3	T	158
2	3230XX	Explosion of pressure vessel, piping, or tire	3	T	159
2	3240XX	Demolition or blasting explosion	3	T	160
2	32XXXX	Explosions	2	T	156
2	3XXXXX	Fires and explosions	1	T	147
2	4121XX	Trip from stepping into a hole without fall	4	T	167
2	412XXX	Trip without fall	3	T	166
2	41XXXX	Slip or trip without fall	2	T	162
2	4211XX	Fall on same level due to tripping while climbing stairs, steps, or curbs	4	T	174
2	4212XX	Fall on same level due to tripping on uneven surface	4	T	175
2	4213XX	Fall on same level due to tripping over an object	4	T	176
2	4214XX	Fall on same level due to tripping over self	4	T	177
2	421XXX	Fall on same level due to tripping	3	T	173
2	422XXX	Fall on same level due to slipping	3	T	178
2	423XXX	Fall while sitting	3	T	179
2	42XXXX	Falls on same level	2	T	172
2	4311XX	Fall from collapsing structure or equipment less than 6 feet	4	T	182
2	4312XX	Fall from collapsing structure or equipment 6 to 10 feet	4	T	183
2	4313XX	Fall from collapsing structure or equipment 11 to 15 feet	4	T	184
2	4314XX	Fall from collapsing structure or equipment 16 to 20 feet	4	T	185
2	4315XX	Fall from collapsing structure or equipment 21 to 25 feet	4	T	186
2	4316XX	Fall from collapsing structure or equipment 26 to 30 feet	4	T	187
2	4317XX	Fall from collapsing structure or equipment more than 30 feet	4	T	188
2	431XXX	Fall from collapsing structure or equipment	3	T	181
2	4321XX	Fall through surface or existing opening less than 6 feet	4	T	190
2	4322XX	Fall through surface or existing opening 6 to 10 feet	4	T	191
2	4323XX	Fall through surface or existing opening 11 to 15 feet	4	T	192
2	4324XX	Fall through surface or existing opening 16 to 20 feet	4	T	193
2	4325XX	Fall through surface or existing opening 21 to 25 feet	4	T	194
2	4326XX	Fall through surface or existing opening 26 to 30 feet	4	T	195
2	4327XX	Fall through surface or existing opening more than 30 feet	4	T	196
2	432XXX	Fall through surface or existing opening	3	T	189
2	4331XX	Other fall to lower level less than 6 feet	4	T	198
2	4332XX	Other fall to lower level 6 to 10 feet	4	T	199
2	4333XX	Other fall to lower level 11 to 15 feet	4	T	200
2	4334XX	Other fall to lower level 16 to 20 feet	4	T	201
2	4335XX	Other fall to lower level 21 to 25 feet	4	T	202
2	4336XX	Other fall to lower level 26 to 30 feet	4	T	203
2	4337XX	Other fall to lower level more than 30 feet	4	T	204
2	433XXX	Other fall to lower level	3	T	197
2	43XXXX	Falls to lower level	2	T	180
2	4427XX	Other jump to lower level more than 30 feet	4	T	221
2	442XXX	Other jump to lower level	3	T	214
2	44XXXX	Jumps to lower level	2	T	205
2	4XXXXX	Falls, slips, trips	1	T	161
2	5111XX	Direct exposure to electricity, 220 volts or less	4	T	226
2	5112XX	Direct exposure to electricity, greater than 220 volts	4	T	227
2	511XXX	Direct exposure to electricity	3	T	225
2	5121XX	Indirect exposure to electricity, 220 volts or less	4	T	229
2	5122XX	Indirect exposure to electricity, greater than 220 volts	4	T	230
2	512XXX	Indirect exposure to electricity	3	T	228
2	51XXXX	Exposure to electricity	2	T	224
2	531XXX	Exposure to environmental heat	3	T	240
2	532XXX	Exposure to environmental cold	3	T	241
2	533XXX	Contact with hot objects or substances	3	T	242
2	53XXXX	Exposure to temperature extremes	2	T	239
2	551XXX	Nonmedical use of drugs or alcohol--unintentional overdose	3	T	248
2	5521XX	Inhalation of harmful substance--single episode	4	T	250
2	552XXX	Inhalation of harmful substance	3	T	249
2	5530XX	Ingestion of harmful substance	4	T	252
2	5544XX	Exposure through intact skin, eyes, or other exposed tissue	4	T	257
2	554XXX	Exposure to harmful substance through skin, eyes, or other exposed tissue	3	T	253
2	558XXX	Exposure to other harmful substance--multiple routes of exposure	3	T	259
2	55XXXX	Exposure to other harmful substances	2	T	247
2	561XXX	Drowning, submersion, n.e.c.	2	T	261
2	562XXX	Choking on object or substance	3	T	262
2	563XXX	Depletion of oxygen	3	T	263
2	56XXXX	Exposure to oxygen deficiency, n.e.c.	2	T	260
2	5XXXXX	Exposure to harmful substances or environments	1	T	223
2	6211XX	Caught between rolling powered vehicle and other object	4	T	268
2	6212XX	Struck or run over by rolling powered vehicle	4	T	269
2	6213XX	Struck by swinging part of powered vehicle	4	T	270
2	6214XX	Struck by falling part of powered vehicle still attached	4	T	271
2	6215XX	Struck by powered vehicle tipping over--nontransport	4	T	272
2	6216XX	Struck by other falling powered vehicle	4	T	273
2	621XXX	Struck by powered vehicle--nontransport	3	T	267
2	6221XX	Struck by rolling object or equipment being pushed by injured worker	4	T	275
2	6223XX	Struck by object or equipment rolling freely	4	T	277
2	622XXX	Struck by rolling object or equipment--other than powered vehicle	3	T	274
2	6231XX	Struck by object or equipment dropped by injured worker	4	T	279
2	6233XX	Struck by object falling from vehicle or machinery--other than vehicle part	4	T	281
2	623XXX	Struck by falling object or equipment--other than powered vehicle	3	T	278
2	6241XX	Struck by dislodged flying object, particle	4	T	283
2	6242XX	Struck by discharged object or substance	4	T	284
2	624XXX	Struck by discharged or flying object	3	T	282
2	6252XX	Injured by slipping or swinging object held by injured worker	4	T	288
2	625XXX	Injured by handheld object or equipment	3	T	286
2	6261XX	Struck by or caught in swinging door or gate	4	T	291
2	626XXX	Struck by swinging or slipping object, other than handheld	3	T	290
2	62XXXX	Struck by object or equipment	2	T	266
2	6322XX	Struck against stationary object or equipment while rising	4	T	298
2	632XXX	Struck against stationary object or equipment	3	T	296
2	63XXXX	Struck against object or equipment	2	T	292
2	6411XX	Caught in running equipment or machinery during maintenance, cleaning	4	T	301
2	6412XX	Caught in running equipment or machinery during regular operation	4	T	302
2	641XXX	Caught in running equipment or machinery	3	T	300
2	642XXX	Compressed or pinched by shifting objects or equipment	3	T	303
2	644XXX	Entangled in other object or equipment	3	T	305
2	64XXXX	Caught in or compressed by equipment or objects	2	T	299
2	651XXX	Excavation or trenching cave-in	3	T	307
2	652XXX	Mine collapse or cave-in	3	T	308
2	654XXX	Landslide	3	T	310
2	655XXX	Struck, caught, or crushed in other collapsing structure or equipment	3	T	311
2	656XXX	Engulfment in other collapsing material	3	T	312
2	65XXXX	Struck, caught, or crushed in collapsing structure, equipment, or material	2	T	306
2	6XXXXX	Contact with objects and equipment	1	T	264
2	7111XX	Overexertion in lifting--single episode	4	T	324
2	711XXX	Overexertion in lifting, lowering	3	T	323
2	7121XX	Overexertion in pushing, pulling, or turning--single episode	4	T	329
2	712XXX	Overexertion in pushing, pulling, or turning	3	T	328
2	7131XX	Overexertion in holding, carrying, or wielding--single episode	4	T	332
2	713XXX	Overexertion in holding, carrying, or wielding	3	T	331
2	71XXXX	Overexertion involving outside sources	2	T	322
2	7XXXXX	Overexertion and bodily reaction	1	T	321
3	0000XX	All sources	0	T	1
3	1112XX	Hydrogen chloride, hydrochloric acid	4	T	6
3	1113XX	Hydrogen fluoride, hydrofluoric acid	4	T	7
3	1115XX	Sulfuric acid	4	T	9
3	111XXX	Acids	3	T	4
3	1122XX	Cement, mortar mix--wet	4	T	13
3	112XXX	Alkalies	3	T	11
3	11XXXX	Acids and alkalies	2	T	3
3	1212XX	Ethanol	4	T	21
3	1214XX	Methanol	4	T	23
3	121XXX	Alcohols	3	T	19
3	1231XX	Benzene	4	T	28
3	1233XX	Toluene	4	T	30
3	123XXX	Aromatics	3	T	27
3	1241XX	Acetone	4	T	35
3	1243XX	Methyl ethyl ketone	4	T	37
3	124XXX	Ketones	3	T	34
3	128XXX	Multiple aromatics and hydrocarbon derivatives, except halogenated	3	T	39
3	129XXX	Other aromatics and hydrocarbon derivatives, except halogenated	3	T	40
3	12XXXX	Aromatics and hydrocarbon derivatives, except halogenated	2	T	18
3	1311XX	Chlorine, chlorine bleach	4	T	49
3	1312XX	Dichloromethane	4	T	50
3	1315XX	Trichloroethylene	4	T	53
3	131XXX	Chlorine and chlorine compounds	3	T	48
3	1322XX	Fluorotrichloromethane	4	T	56
3	132XXX	Fluorine and fluorine compounds	3	T	54
3	13XXXX	Halogens and halogen compounds	2	T	47
3	146XXX	Other metallics and compounds	3	T	63
3	147XXX	Welding or soldering fumes, unspecified or n.e.c.	3	T	69
3	148XXX	Multiple metallics and metallic compounds	3	T	70
3	14XXXX	Metallic particulates, trace elements, dusts, powders, fumes	2	T	57
3	1510XX	Fertilizers, plant food, n.e.c.	3	T	72
3	1540XX	Herbicides	3	T	75
3	15XXXX	Pesticides and other agricultural chemicals	2	T	71
3	161XXX	Coal, coal dust	3	T	80
3	162XXX	Natural gas	3	T	81
3	163XXX	Petroleum, crude oil	3	T	82
3	1641XX	Gasoline, diesel fuel, jet fuel	4	T	84
3	1642XX	Lubricating greases, cutting oils	4	T	85
3	1643XX	Propane	4	T	86
3	164XXX	Petroleum fuels, distillates, and products, n.e.c.	3	T	83
3	16XXXX	Coal, natural gas, petroleum fuels and products	2	T	79
3	1711XX	Ammonia, anhydrous ammonia	4	T	90
3	171XXX	Ammonia and ammonium compounds	3	T	89
3	1741XX	Carbon monoxide	4	T	97
3	1742XX	Carbon dioxide, dry ice	4	T	98
3	1743XX	Nitrogen oxides	4	T	99
3	174XXX	Oxygen and oxygen compounds	3	T	96
3	1752XX	Resins	4	T	104
3	175XXX	Plastics, resins	3	T	102
3	1761XX	Methane gas	4	T	106
3	1763XX	Sewer gas	4	T	108
3	176XXX	Sewer, mine, and similar gases	3	T	105
3	1771XX	Hydrogen sulfide	4	T	111
3	177XXX	Sulfur and sulfur compounds	3	T	110
3	1780XX	Multiple chemicals or chemical mixtures, n.e.c.	4	T	115
3	1791XX	Nitrogen	4	T	117
3	1793XX	Hydrogen	4	T	119
3	179XXX	Other chemicals, n.e.c.	3	T	116
3	17XXXX	Other chemicals	2	T	88
3	1838XX	Multiple cleaning and polishing agents	4	T	129
3	183XXX	Cleaning and polishing agents, disinfectants	3	T	123
3	1841XX	Alcoholic beverages	4	T	131
3	1842XX	Drugs--nonmedicinal	4	T	132
3	1843XX	Medicines, except vaccines	4	T	133
3	1844XX	Vaccines	4	T	134
3	1848XX	Multiple drugs, alcohol, medicines	4	T	135
3	184XXX	Drugs, alcohol, and medicines	3	T	130
3	1853XX	Gunpowder	4	T	139
3	1854XX	Pyrotechnics, fireworks	4	T	140
3	185XXX	Explosives, blasting agents	3	T	136
3	1862XX	Paint	4	T	143
3	186XXX	Paint, lacquer, shellac, varnish	3	T	141
3	1871XX	Naphtha solvents	4	T	146
3	1878XX	Multiple solvents, degreasers	4	T	149
3	187XXX	Solvents, degreasers	3	T	145
3	1892XX	Photographic and copying solutions	4	T	152
3	189XXX	Other chemical products--general	3	T	150
3	18XXXX	Chemical products--general	2	T	121
3	1XXXXX	Chemicals and chemical products	1	T	2
3	2111XX	Bags, sacks	4	T	157
3	2112XX	Barrels, drums--except pressurized	4	T	158
3	2114XX	Boxes, crates, cartons	4	T	160
3	2115XX	Buckets, baskets, pails	4	T	161
3	2116XX	Cans	4	T	162
3	2117XX	Pots, pans, trays	4	T	163
3	2118XX	Tanks, bins, vats--nonconfined space	4	T	164
3	211XXX	Containers--nonpressurized	3	T	156
3	2121XX	Boilers	4	T	166
3	2122XX	Hoses	4	T	167
3	2124XX	Pressure lines, except hoses	4	T	169
3	2125XX	Propane tanks and cylinders	4	T	170
3	2126XX	Beer and soda kegs	4	T	171
3	2127XX	Fire extinguishers	4	T	172
3	212XXX	Containers--pressurized	3	T	165
3	2131XX	Bundles, bales	4	T	174
3	2133XX	Reels, rolls, spools, coils, cones	4	T	176
3	213XXX	Containers--variable restraint	3	T	173
3	2152XX	Handbags, pocketbooks, wallets, tote bags	4	T	182
3	2153XX	Suitcases, baggage, luggage	4	T	183
3	2155XX	Backpacks	4	T	185
3	215XXX	Luggage, handbags	3	T	180
3	216XXX	Skids, pallets	3	T	189
3	21XXXX	Containers	2	T	155
3	2212XX	Cabinets, cases--display, storage	4	T	194
3	2214XX	Racks--garment and other	4	T	196
3	2217XX	Shelves, shelving	4	T	199
3	221XXX	Cases, cabinets, racks, shelves	3	T	192
3	2221XX	Floor coverings--nonstructural	4	T	202
3	222XXX	Floor, wall, and window coverings	3	T	201
3	2232XX	Benches, workbenches, saw horses	4	T	207
3	2233XX	Chairs	4	T	208
3	2236XX	Tables, worktables	4	T	211
3	223XXX	Furniture	3	T	205
3	2241XX	Lamps, light fixtures	4	T	215
3	224XXX	Lighting fixtures and equipment	3	T	214
3	2251XX	Bathtubs, hot tubs, showers	4	T	218
3	225XXX	Plumbing fixtures	3	T	217
3	22XXXX	Furniture and fixtures	2	T	191
3	2XXXXX	Containers, furniture, and fixtures	1	T	154
3	3111XX	Balers--agricultural	4	T	227
3	3112XX	Combines	4	T	228
3	3113XX	Harvesters, reapers	4	T	229
3	311XXX	Harvesting and threshing machinery	3	T	226
3	3121XX	Lawn mowers--nonriding, powered	4	T	232
3	3122XX	Lawn mowers--riding	4	T	233
3	3123XX	Brush hogs--tractor	4	T	234
3	3124XX	Sickle bars--tractor	4	T	235
3	3125XX	Mower--tractor, n.e.c.	4	T	236
3	312XXX	Mowing machinery	3	T	231
3	3131XX	Plowing and cultivating machinery	4	T	238
3	3132XX	Seed planting machinery	4	T	239
3	3133XX	Spreading machinery--agricultural	4	T	240
3	313XXX	Plowing, planting, and fertilizing machinery	3	T	237
3	3191XX	Feed grinders, crushers, mixers--agricultural	4	T	242
3	3192XX	Spraying and dusting machinery--agricultural	4	T	243
3	3193XX	Irrigation machinery	4	T	244
3	319XXX	Other agricultural and garden machinery	3	T	241
3	31XXXX	Agricultural and garden machinery	2	T	225
3	3211XX	Backhoes, trackhoes	4	T	247
3	3212XX	Bulldozers	4	T	248
3	3213XX	Front and power shovels	4	T	249
3	3214XX	Mini excavators	4	T	250
3	3215XX	Trenchers	4	T	251
3	321XXX	Excavating machinery	3	T	246
3	3221XX	Bucket, front-end, end, and pay loaders	4	T	253
3	3222XX	Skid steer loaders, mini loaders	4	T	254
3	322XXX	Loaders	3	T	252
3	3231XX	Mechanical harvesters--logging	4	T	256
3	3232XX	Forwarding and yarding machinery, except feller-forwarders	4	T	257
3	3233XX	Skidders--cable and grapple	4	T	258
3	3234XX	Chippers	4	T	259
3	3237XX	Log loaders	4	T	262
3	323XXX	Logging and wood processing machinery--specialized	3	T	255
3	3241XX	Drilling machines, drilling augers	4	T	264
3	3242XX	Mineral sorters, separators, concentrators	4	T	265
3	3243XX	Tunneling machines	4	T	266
3	3244XX	Oil drilling rigs and machinery	4	T	267
3	324XXX	Mining and drilling machinery	3	T	263
3	3251XX	Asphalt and concrete spreaders	4	T	269
3	3252XX	Asphalt and concrete paving machines, pavers	4	T	270
3	3253XX	Rollers, compactors--construction	4	T	271
3	3254XX	Graders, scrapers--construction	4	T	272
3	325XXX	Road grading and surfacing machinery	3	T	268
3	3291XX	Agitators, mixers--earth, mineral	4	T	278
3	3292XX	Compactors, crushers, pulverizers--earth, mineral	4	T	279
3	3293XX	Pile drivers, tamping machinery	4	T	280
3	329XXX	Other construction, logging, and mining machinery	3	T	277
3	32XXXX	Construction, logging, and mining machinery	2	T	245
3	3311XX	Air conditioning units	4	T	283
3	3312XX	Fans, blowers--wall, floor, ceiling, ventilation	4	T	284
3	3314XX	Refrigerators, freezers, ice makers	4	T	286
3	331XXX	Cooling and humidifying machinery and appliances	3	T	282
3	3324XX	Furnaces, heaters	4	T	291
3	3326XX	Ranges, cooking ovens, grills, toasters, food warmers	4	T	293
3	332XXX	Heating and cooking machinery and appliances	3	T	287
3	3332XX	Clothes dryers	4	T	297
3	3333XX	Clothes washers	4	T	298
3	333XXX	Washers, dryers, and cleaning machinery and appliances	3	T	295
3	33XXXX	Heating, cooling, and cleaning machinery and appliances	2	T	281
3	3411XX	Chutes	4	T	304
3	3412XX	Conveyors--roller	4	T	305
3	341XXX	Conveyors--gravity and nonpowered	3	T	303
3	3421XX	Conveyors--belt	4	T	308
3	3422XX	Conveyors--bucket, cup	4	T	309
3	3424XX	Conveyors--live roller	4	T	311
3	3427XX	Conveyors--screw, auger	4	T	314
3	342XXX	Conveyors--powered	3	T	307
3	3431XX	Cranes--truck-mounted	4	T	317
3	3432XX	Cranes--rail-mounted	4	T	318
3	3433XX	Cranes--floating, barge mounted	4	T	319
3	3434XX	Cranes--other mobile cranes	4	T	320
3	3435XX	Cranes--tower, self-erecting, portal, pillar, hammerhead	4	T	321
3	3436XX	Cranes--gantry, overhead, monorail, container	4	T	322
3	3437XX	Cranes--other fixed or stationary cranes	4	T	323
3	343XXX	Cranes	3	T	316
3	3441XX	Overhead hoists--electric powered	4	T	325
3	3442XX	Overhead hoists--manual	4	T	326
3	3443XX	Overhead hoists--pneumatic powered	4	T	327
3	344XXX	Overhead hoists	3	T	324
3	345XXX	Derricks and related equipment	3	T	328
3	3461XX	Dumbwaiters	4	T	330
3	3462XX	Elevators	4	T	331
3	3463XX	Manlifts	4	T	332
3	3464XX	Automobile lifts and hoists	4	T	333
3	3465XX	Material and personnel hoists	4	T	334
3	3467XX	Aerial lifts, scissor lifts--except truck-mounted	4	T	336
3	346XXX	Elevators, hoists, aerial lifts, personnel platforms--except truck-mounted	3	T	329
3	347XXX	Jacks	3	T	337
3	3481XX	Ski lifts, gondola rides	4	T	339
3	3482XX	Nonrail amusement rides	4	T	340
3	348XXX	Ski lifts, nonrail amusement rides	3	T	338
3	3492XX	Banding, baling, strapping machinery	4	T	343
3	349XXX	Other material and personnel handling machinery	3	T	341
3	34XXXX	Material and personnel handling machinery	2	T	302
3	3511XX	Bending, crimping machines	4	T	347
3	3512XX	Shearing machines	4	T	348
3	3513XX	Rolling mills, rolling, calendering machinery	4	T	349
3	351XXX	Bending, rolling, shaping machinery	3	T	346
3	3523XX	Milling machines	4	T	353
3	3525XX	Boring, routing, notching machines	4	T	355
3	352XXX	Boring, drilling, planing, milling machinery	3	T	350
3	3531XX	Casting machinery	4	T	357
3	3532XX	Extruding machinery	4	T	358
3	3533XX	Forging machinery	4	T	359
3	3534XX	Plastic injection molding machinery	4	T	360
3	353XXX	Extruding, injecting, forming, molding machinery	3	T	356
3	3541XX	Grinders, abraders	4	T	362
3	354XXX	Grinding, polishing machinery	3	T	361
3	3551XX	Metalworking lathes	4	T	365
3	3552XX	Woodworking lathes	4	T	366
3	355XXX	Lathes	3	T	364
3	3561XX	Assembly presses	4	T	368
3	3563XX	Punch presses	4	T	370
3	356XXX	Presses, except printing	3	T	367
3	3571XX	Arm saws, radial arm saws	4	T	372
3	3572XX	Band saws	4	T	373
3	3573XX	Table saws	4	T	374
3	357XXX	Sawing machinery--stationary	3	T	371
3	3594XX	Welding machinery	4	T	380
3	359XXX	Other metal, woodworking, and special material machinery	3	T	376
3	35XXXX	Metal, woodworking, and special material machinery	2	T	345
3	3713XX	Meat grinders	4	T	402
3	3716XX	Dairy and milk processing machinery--specialized	4	T	405
3	371XXX	Food and beverage processing machinery--specialized	3	T	399
3	3731XX	Bottling, canning, filling machinery	4	T	410
3	3732XX	Packaging, wrapping, bundling machinery	4	T	411
3	373XXX	Packaging, bottling, wrapping machinery	3	T	409
3	3745XX	Slitters, winders--paper production	4	T	419
3	374XXX	Paper production machinery	3	T	414
3	3753XX	Presses--printing	4	T	424
3	375XXX	Printing machinery and equipment	3	T	421
3	3765XX	Spinning machinery	4	T	431
3	3766XX	Weaving machinery	4	T	432
3	376XXX	Textile, apparel, leather production machinery	3	T	426
3	3792XX	Distilling and rectifying machinery	4	T	435
3	3797XX	Pumps	4	T	440
3	379XXX	Other special process machinery	3	T	433
3	37XXXX	Special process machinery	2	T	398
3	3914XX	Televisions	4	T	446
3	391XXX	Audio and video equipment	3	T	442
3	392XXX	Product assembly machinery, n.e.c.	3	T	448
3	393XXX	Product testing, inspecting, and diagnostic machinery, n.e.c.	3	T	449
3	3991XX	Air compressors	4	T	451
3	3993XX	Incinerators	4	T	453
3	3995XX	Trash compactors	4	T	455
3	399XXX	Other machinery	3	T	450
3	39XXXX	Miscellaneous machinery	2	T	441
3	3XXXXX	Machinery	1	T	224
3	4112XX	Concrete blocks, cinder blocks	4	T	461
3	4113XX	Stone, marble, granite slabs	4	T	462
3	4114XX	Structural stones or slabs, n.e.c.	4	T	463
3	411XXX	Bricks, blocks, structural stone	3	T	459
3	4121XX	Concrete or clay pipes and conduits	4	T	465
3	4122XX	Ducts	4	T	466
3	4123XX	Metal pipes, tubing	4	T	467
3	4125XX	Plastic, PVC, or rubber pipes and tubing	4	T	469
3	412XXX	Pipes, ducts, tubing	3	T	464
3	4131XX	Angle irons	4	T	471
3	4132XX	Bars, rods, reinforcing bar (rebar)	4	T	472
3	4133XX	Beams--unattached metal	4	T	473
3	4134XX	Grates	4	T	474
3	4135XX	Metal plates, metal panels	4	T	475
3	4136XX	Rails--unattached metal	4	T	476
3	4137XX	Sheet metal	4	T	477
3	413XXX	Structural metal materials	3	T	470
3	4143XX	Roof shingles, except tile	4	T	481
3	414XXX	Tiles, shingles	3	T	478
3	4151XX	Dimensional lumber:  2x4, 2x3, etc.	4	T	484
3	4152XX	Plywood, wood paneling; particle, chip, flake board	4	T	485
3	4153XX	Wooden beams	4	T	486
3	4154XX	Wood pieces, trim pieces, wood scraps, n.e.c.	4	T	487
3	4155XX	Wooden stakes	4	T	488
3	415XXX	Wood, lumber	3	T	483
3	4191XX	Fencing and screening material, n.e.c.	4	T	490
3	4193XX	Glass building materials	4	T	492
